代號,公司,扣抵稅率,配息,除息日,配股,除權日,股價,現金殖利率,殖利率,還原殖利率,發息日,配息率,董監持股,3年平均股利,6年平均股利,10年平均股利,10年股利次數,1QEPS,2QEPS,3QEPS,今年累積EPS,去年EPS,本益比,股價淨值比,5%每萬元買抵稅,5%持有一張抵稅,12%萬買,12%一張,20%萬買,20%一張,30%萬買,30%一張,多少張以上要繳健保費,一張繳健保費,
1215,卜蜂,20.48%,2,07/05,0,,37,5.41%,5.41%,6.02%,08/03,77.82%,10%,1.77,1.23,1.07,10,0.95,0,0,0.95,2.57,12.89,1.75,25.56,94.56,-16.16,-59.78,-63.83,-236.16,-123.42,-456.64,9.0711,42.11,
1216,統一,2.48%,2,08/04,0,,65.2,3.07%,3.07%,3.11%,09/09,80.65%,13.11%,1.96,1.93,1.79,10,0.76,0,0,0.76,2.48,26.18,3.7,-11.72,-76.44,-33.46,-218.18,-58.31,-380.16,-89.36,-582.64,9.8775,38.67,
1217,愛之味,0%,0,,0.15,,8.16,0%,1.84%,1.84%,,150%,7.73%,0.05,0.03,0.02,1,-0.07,0,0,-0.07,0.1,51,0.75,-9.19,-7.5,-22.06,-18,-36.76,-30,-55.15,-45,133.3333,2.87,
1219,福壽,28.31%,0.25,07/13,0,,15.3,1.63%,1.63%,1.9%,08/03,80.65%,9.4%,0.25,0.47,0.43,9,0.13,0,0,0.13,0.31,42.5,1.27,13.8,21.12,0.75,1.14,-14.18,-21.69,-32.83,-50.23,70.0802,5.45,
1220,台榮,17.54%,0.5,07/07,0,,10.5,4.76%,4.76%,5.22%,08/05,74.63%,20.89%,0.38,0.26,0.16,4,0.19,0,0,0.19,0.67,12.07,0.85,15.86,16.66,-20.39,-21.41,-61.83,-64.92,-113.62,-119.31,36.7748,10.39,
1225,福懋油,20.67%,1,,0,,51.2,1.95%,1.95%,2.18%,,39.22%,6.73%,0.5,0.55,0.38,8,0.43,0,0,0.43,2.55,18.03,3.49,9.41,48.18,-5.67,-29.05,-22.91,-117.32,-44.46,-227.66,18.1266,21.07,
1227,佳格,0%,1.6,,1.1,,79.3,2.02%,3.4%,3.4%,,77.81%,3.2%,2.6,3.52,2.83,10,1.11,0,0,1.11,3.47,23.19,4.44,-17.02,-135,-40.86,-324,-68.1,-540,-102.14,-810,7.4074,51.57,
1229,聯華,13.74%,1.2,,0.25,,21.3,5.63%,6.81%,7.31%,,91.19%,25.46%,1.42,1.29,1.13,10,0.38,0,0,0.38,1.59,12.83,0.92,10.39,22.13,-40.53,-86.34,-98.74,-210.31,-171.49,-365.27,12.9064,29.6,
1231,聯華食,23.61%,1.32,,0.33,,31.85,4.14%,5.18%,5.87%,,68.46%,48.24%,1.58,1.61,1.21,10,0.84,0,0,0.84,2.41,12.3,1.62,32.2,102.54,-8.35,-26.59,-54.69,-174.17,-112.61,-358.65,10.8414,35.24,
1232,大統益,20.39%,5,07/05,0,,79.1,6.32%,6.32%,7.04%,07/29,87.72%,67.1%,4.6,3.85,3.31,10,1.09,0,0,1.09,5.7,14.98,3.3,29.62,234.26,-19.14,-151.42,-74.87,-592.2,-144.52,-1143.17,3.6299,105.24,
1233,天仁,16.25%,2,07/13,0,,37.05,5.4%,5.4%,5.88%,08/05,86.58%,13.23%,2.13,2.17,1.92,10,0.55,0,0,0.55,2.31,16.84,2.28,14.68,54.38,-26.18,-97,-72.87,-270,-131.24,-486.25,9.2486,41.3,
1234,黑松,16.57%,1.5,07/28,0,,32.65,4.59%,4.59%,5.01%,08/19,97.4%,16.74%,1.57,1.38,0.95,10,0.22,0,0,0.22,1.54,22.36,0.75,13.19,43.06,-21.63,-70.64,-61.43,-200.58,-111.18,-363.01,12.3132,31.02,
1236,宏亞,18.18%,0.7,07/18,0,,19.7,3.55%,3.55%,3.91%,08/15,74.47%,14.91%,1.1,1.15,1.16,10,0.3,0,0,0.3,0.94,34.56,1.11,12.92,25.45,-14.22,-28.01,-45.23,-89.1,-83.99,-165.46,26.1907,14.59,
1256,F-鮮活,0%,4,07/18,0,,102,3.92%,3.92%,3.92%,08/04,51.55%,60.55%,5.67,3.16,1.9,4,1.44,0,0,1.44,7.76,13.67,3.05,0,0,0,0,0,0,0,0,0,0,
1258,F-其祥,0%,1.51709296,07/28,0,,39.55,3.84%,3.84%,3.84%,08/24,40.03%,44.88%,1.14,0.7,0.42,4,1.18,0,0,1.18,3.79,10.06,1.68,0,0,0,0,0,0,0,0,0,0,
1259,安心,32.41%,2.8,06/28,0,,73.5,3.81%,3.81%,4.55%,07/26,69.14%,61.11%,2.47,2.65,1.59,6,1.02,0,0,1.02,4.05,17.17,1.45,39.6,291.05,8.61,63.29,-26.8,-197.01,-71.07,-522.38,6.1468,62.15,
1262,F-綠悅,0%,5,,0,,147,3.4%,3.4%,3.4%,,47.57%,3.22%,3.66,1.84,1.1,3,2.65,0,0,2.65,10.51,13.61,2.11,0,0,0,0,0,0,0,0,0,0,
1264,德麥,21.2%,10,06/20,0,,183,5.46%,5.46%,6.11%,07/20,75.02%,24.52%,9.33,4.67,2.8,3,3.39,0,0,3.39,13.33,13.87,2.69,27.7,507,-14.6,-267.2,-62.95,-1152,-123.39,-2258,1.8083,211.25,
1301,台塑,9.24%,3.6,07/13,0,,77.8,4.63%,4.63%,4.85%,08/10,74.23%,24.36%,2.4,3.27,3.72,10,0.9,0,0,0.9,4.85,15.02,1.68,-2.83,-22,-36.71,-285.64,-75.44,-586.94,-123.85,-963.58,5.3102,71.94,
1303,南亞,1.27%,3.3,07/19,0,,60.4,5.46%,5.46%,5.5%,08/17,73.33%,18.61%,2.5,2.45,2.94,10,0.68,0,0,0.68,4.5,14.45,1.45,-24.02,-145.09,-62.51,-377.56,-106.5,-643.24,-161.48,-975.33,6.0224,63.43,
1304,台聚,19.51%,0.5,07/28,0,,12.9,3.88%,3.88%,4.29%,08/26,58.82%,25.28%,0.5,1.25,1.17,9,0.27,0,0,0.27,0.85,13.72,0.77,16.54,21.34,-13.24,-17.08,-47.27,-60.98,-89.81,-115.86,36.4448,10.48,
1305,華夏,14.41%,1,08/18,0.2,08/18,16.45,6.08%,7.29%,7.86%,09/10,73.17%,24.69%,0.54,0.43,0.29,5,0.38,0,0,0.38,1.64,9.85,1.16,13.46,22.14,-41.29,-67.92,-103.85,-170.83,-182.05,-299.48,15.5465,24.57,
1307,三芳,8.08%,1.7,07/28,0.3,07/28,37.7,4.51%,5.31%,5.53%,08/25,70.18%,43.79%,1.93,1.87,1.78,10,0.99,0,0,0.99,2.85,12.12,1.67,-6.16,-23.24,-44.8,-168.9,-88.95,-335.36,-144.15,-543.44,9.6117,39.74,
1308,亞聚,23.68%,0.6,08/18,0.2,08/18,18,3.33%,4.44%,5.04%,09/10,74.07%,39.86%,0.8,1.73,1.7,10,0.19,0,0,0.19,1.08,17.48,1,27.77,49.98,-7.03,-12.65,-46.79,-84.22,-96.5,-173.7,22.3534,17.09,
1310,台苯,0.48%,1,08/05,0,,16.9,5.92%,5.92%,5.93%,09/07,76.34%,10.16%,0.67,0.33,0.4,5,0.78,0,0,0.78,1.31,8.28,1.35,-28.24,-47.72,-69.76,-117.89,-117.21,-198.08,-176.52,-298.32,19.9521,19.15,
1312,國喬,16.94%,0.8,07/14,0,,16.8,4.76%,4.76%,5.2%,08/12,49.38%,5.38%,0.7,0.8,0.5,7,0.64,0,0,0.64,1.62,8.75,0.9,14.51,24.37,-21.65,-36.37,-62.97,-105.79,-114.62,-192.57,23.0478,16.57,
1312A,國喬特,0%,1.4,07/14,0,,22.6,6.19%,6.19%,6.19%,08/12,0%,0%,1.3,1.2,0.74,7,0,0,0,0,0,0,0,-30.97,-70,-74.34,-168,-123.89,-280,-185.84,-420,14.2857,26.74,
1313,聯成化,0%,0.2017655,08/02,0,,9.12,2.21%,2.21%,2.21%,08/30,-134.51%,30.6%,0.27,0.8,0.86,10,0.03,0,0,0.03,-0.15,-48,0.58,-11.06,-10.09,-26.55,-24.21,-44.25,-40.35,-66.37,-60.53,99.125,3.85,
1315,達新,12.04%,1.1,07/14,0,,24.3,4.53%,4.53%,4.82%,08/10,82.09%,27.94%,1.07,1.15,1.11,10,0.16,0,0,0.16,1.34,16.53,0.65,3.25,7.91,-30.34,-73.73,-68.73,-167.02,-116.73,-283.65,17.1494,22.27,
1319,東陽,15.87%,1.4,07/25,0,,57.4,2.44%,2.44%,2.65%,08/19,48.78%,26.42%,1.08,0.95,0.97,10,1.04,0,0,1.04,2.87,17.88,1.82,6.19,35.54,-12.24,-70.24,-33.3,-191.13,-59.62,-342.24,13.2355,28.86,
1323,永裕,10.52%,1.55,06/29,0,,33.15,4.68%,4.68%,4.94%,07/19,60.78%,12.58%,1.62,1.46,1.2,10,0.68,0,0,0.68,2.55,12.14,1.69,-0.01,-0.05,-34.47,-114.25,-73.84,-244.78,-123.06,-407.93,12.2584,31.16,
1324,地球,22.71%,0.4,,0,,11.4,3.51%,3.51%,3.96%,,51.95%,18.31%,0.67,0.57,0.42,9,0.23,0,0,0.23,0.77,12.53,0.85,20.31,23.15,-7.04,-8.03,-38.3,-43.66,-77.37,-88.21,44.9014,8.51,
1325,恆大,18.82%,0.7,07/13,0,,19.9,3.52%,3.52%,3.88%,08/10,70%,30.72%,0.6,0.65,0.63,10,0.35,0,0,0.35,1,17.16,1.06,13.86,27.58,-13.08,-26.03,-43.87,-87.3,-82.36,-163.89,26.1141,14.63,
1326,台化,9.46%,3.5,07/06,0,,83.1,4.21%,4.21%,4.42%,08/03,74.15%,25.44%,2.4,3.28,3.72,10,1.16,0,0,1.16,4.72,14.79,1.66,-2.13,-17.73,-33.01,-274.32,-68.3,-567.56,-112.41,-934.11,5.4562,70.01,
1337,F-再生,0%,0.3,,0.2,,18.45,1.63%,2.71%,2.71%,,33.33%,29.06%,1.41,2.38,1.43,5,0.44,0,0,0.44,1.5,10.98,0.46,0,0,0,0,0,0,0,0,0,0,
1338,F-廣華,0%,4.5,07/12,0,,115.5,3.9%,3.9%,3.9%,07/29,49.78%,18.39%,3.57,2.45,1.47,5,2.25,0,0,2.25,9.04,12.68,1.48,0,0,0,0,0,0,0,0,0,0,
1339,昭輝,24.46%,2,,0,,46,4.35%,4.35%,4.95%,,43.48%,47.96%,1.83,1.67,1.01,6,0.71,0,0,0.71,4.6,10.57,1.14,28.78,132.37,-5.38,-24.75,-44.42,-204.32,-93.21,-428.78,8.9103,42.87,
1340,F-勝悅,0%,1,,0,,57.1,1.75%,1.75%,1.75%,,13.32%,0%,3.66,1.84,1.1,3,1.51,0,0,1.51,7.51,7.43,1.13,0,0,0,0,0,0,0,0,0,0,
1402,遠東新,5.77%,1,07/14,0,,24.9,4.02%,4.02%,4.14%,08/12,62.11%,26.62%,1.3,1.62,1.58,10,0.17,0,0,0.17,1.61,21.47,0.68,-9.07,-22.59,-38,-94.61,-71.05,-176.92,-112.37,-279.81,19.4392,19.65,
1409,新纖,14.36%,0.25,,0,,8.57,2.92%,2.92%,3.14%,,54.35%,5.84%,0.35,0.43,0.3,8,0.09,0,0,0.09,0.46,19.48,0.56,5.31,4.55,-16.57,-14.2,-41.59,-35.64,-72.85,-62.44,74.6408,5.12,
1410,南染,12.05%,1.3,07/14,0,,23.7,5.49%,5.49%,5.84%,08/10,79.27%,26.68%,1.13,0.94,0.57,6,0.4,0,0,0.4,1.64,13.62,1.4,3.97,9.41,-36.74,-87.07,-83.27,-197.34,-141.42,-335.17,14.5104,26.33,
1414,東和紡,6.4%,0.2,07/14,0,,6.32,3.16%,3.16%,3.27%,08/25,666.67%,13.42%,0.33,0.28,0.17,5,-0.02,0,0,-0.02,0.03,70.22,0.45,-6.2,-3.92,-29.06,-18.37,-55.19,-34.88,-87.85,-55.52,96.8992,3.94,
1416,廣豐,4.03%,1,07/27,0,,19.15,5.22%,5.22%,5.33%,08/12,-769.23%,6.98%,1.2,0.85,0.51,5,1.46,0,0,1.46,-0.13,26.23,0.94,-16.11,-30.86,-53.4,-102.27,-96.02,-183.88,-149.29,-285.9,19.605,19.48,
1419,新光紡,33.63%,0.347,,0,,44,0.79%,0.79%,0.95%,,88.97%,15.05%,0.37,0.48,0.38,9,-0.04,0,0,-0.04,0.39,102.33,1.85,8.65,38.08,2.21,9.71,-5.16,-22.72,-14.38,-63.26,49.3403,7.74,
1434,福懋興,6.12%,1.2,07/26,0,,30.25,3.97%,3.97%,4.09%,08/19,71.43%,38.65%,1.2,1.3,1.47,10,0.38,0,0,0.38,1.68,17.19,0.88,-8.3,-25.12,-36.92,-111.69,-69.63,-210.62,-110.51,-334.3,16.1718,23.62,
1436,福益,10.2%,0,,1,,40.6,0%,2.46%,2.6%,,-181.82%,21.14%,1.33,0.7,0.52,4,-0.32,0,0,-0.32,-0.55,-49.51,1.26,-0.38,-1.55,-18.5,-75.12,-39.21,-159.2,-65.1,-264.3,19.0295,20.07,
1439,中和,10.53%,0.5,07/15,0,,14.7,3.4%,3.4%,3.59%,08/11,5000%,29.73%,0.5,2.08,1.25,6,-0.04,0,0,-0.04,0.01,-367.5,0.68,0.01,0.01,-25.06,-36.83,-53.7,-78.94,-89.51,-131.57,37.9993,10.05,
1440,南紡,5.61%,0.45,08/09,0,,14.4,3.13%,3.13%,3.22%,09/09,60%,15.33%,0.44,0.49,0.44,9,0.02,0,0,0.02,0.75,22.5,0.93,-7.3,-10.51,-29.79,-42.89,-55.49,-79.9,-87.61,-126.16,43.2318,8.84,
1442,名軒,5.06%,1,,1,,20.5,4.88%,9.76%,10.01%,,81.97%,6.89%,2.61,2.26,1.62,8,0.03,0,0,0.03,2.44,9.4,1.01,-25.33,-51.93,-95.35,-195.47,-175.38,-359.52,-275.4,-564.58,9.7532,39.17,
1444,力麗,15.47%,0.5,07/05,0,,8.48,5.9%,5.9%,6.39%,07/29,116.28%,19.32%,0.5,0.78,0.62,8,0,0,0,0,0.43,25.7,0.71,13.85,11.74,-30.62,-25.97,-81.44,-69.06,-144.96,-122.93,37.1281,10.29,
1445,大宇,17.75%,0.5,07/14,0,,9.7,5.15%,5.15%,5.66%,08/12,76.92%,12.6%,0.43,0.43,0.34,9,0.1,0,0,0.1,0.65,15.65,0.69,17.69,17.16,-21.6,-20.95,-66.49,-64.5,-122.62,-118.94,36.7394,10.4,
1446,宏和,31.28%,0.3,,0,,18.75,1.6%,1.6%,1.9%,,-107.14%,9.53%,0.3,0.25,0.18,6,0.02,0,0,0.02,-0.28,-64.66,1.45,15.77,29.57,2.82,5.29,-11.98,-22.46,-30.48,-57.16,57.6502,6.63,
1451,年興,17.04%,1.5,06/29,0,,24,6.25%,6.25%,6.83%,07/27,88.76%,19.01%,1.77,1.48,1.36,10,0.58,0,0,0.58,1.69,11.16,0.94,19.34,46.41,-28.14,-67.54,-82.4,-197.76,-150.23,-360.54,12.2865,31.09,
1452,宏益纖,15%,1.8,07/14,0,,20.05,8.98%,8.98%,9.71%,08/10,64.29%,11.48%,1.27,1,0.75,10,0.29,0,0,0.29,2.8,12.94,1.16,19.08,38.25,-48.48,-97.2,-125.69,-252,-222.19,-445.5,10.3359,36.96,
1453,大將,8.36%,0,,0.2,08/10,8.04,0%,2.49%,2.6%,,32.26%,28.74%,0.23,0.41,0.24,5,0.06,0,0,0.06,0.62,9.24,0.71,-2.56,-2.06,-20.7,-16.64,-41.43,-33.31,-67.35,-54.15,95.9877,3.98,
1454,台富,23.27%,0.5,07/18,0,,9.05,5.52%,5.52%,6.25%,08/18,63.29%,11.24%,0.38,0.39,0.29,8,0.06,0,0,0.06,0.79,13.71,0.71,33.44,30.27,-9.73,-8.81,-59.07,-53.46,-120.75,-109.28,35.8311,10.66,
1455,集盛,17.19%,0.2,07/20,0,,8.77,2.28%,2.28%,2.49%,08/19,90.91%,21.33%,0.2,0.35,0.29,9,0.03,0,0,0.03,0.22,25.06,0.72,7.22,6.33,-10.12,-8.87,-29.93,-26.25,-54.69,-47.97,92.0853,4.15,
1457,宜進實,1.01%,0.6,07/11,0,,10.15,5.91%,5.91%,5.94%,07/27,35.09%,12.93%,0.46,0.3,0.19,4,0.13,0,0,0.13,1.71,7.15,0.66,-26.72,-27.12,-68.31,-69.33,-115.84,-117.58,-175.25,-177.88,33.1658,11.52,
1459,聯發,26.33%,0.2,07/15,0,,8.54,2.34%,2.34%,2.7%,08/05,27.78%,14.27%,0.37,0.53,0.45,9,-0.07,0,0,-0.07,0.72,23.08,0.79,17.58,15.01,-0.97,-0.83,-22.17,-18.94,-48.68,-41.57,88.3665,4.32,
1460,宏遠興,8.69%,0.8,07/07,0,,15.55,5.14%,5.14%,5.38%,08/05,77.67%,30.02%,0.57,0.28,0.21,5,0.27,0,0,0.27,1.03,14.81,1.38,-4.49,-6.98,-42.07,-65.41,-85.01,-132.19,-138.69,-215.67,23.959,15.94,
1463,強盛,19.73%,0.7,07/13,0,,17.65,3.97%,3.97%,4.4%,07/29,137.25%,12.7%,0.51,0.26,0.15,3,0.2,0,0,0.2,0.51,30.96,1.45,17.34,30.6,-13.16,-23.23,-48.02,-84.76,-91.59,-161.66,26.0059,14.69,
1464,得力,12.85%,2.2,07/19,0,,30.3,7.26%,7.26%,7.76%,08/17,157.14%,16.71%,1.22,0.7,0.46,7,0.4,0,0,0.4,1.4,20.75,1.92,8.01,24.28,-46.08,-139.61,-107.89,-326.92,-185.17,-561.06,8.5421,44.72,
1465,偉全,13.04%,0.9,,0,,14.1,6.38%,6.38%,6.83%,,90%,20.08%,1.45,1.44,1.11,10,0.15,0,0,0.15,1,15,0.8,7.62,10.75,-39.97,-56.36,-94.37,-133.06,-162.36,-228.92,20.862,18.31,
1470,大統染,22.45%,0.6,07/28,0,,19.45,3.08%,3.08%,3.47%,08/25,84.51%,20.94%,0.5,0.32,0.19,5,0.19,0,0,0.19,0.71,27.01,1.71,17.47,33.98,-6.55,-12.73,-33.99,-66.12,-68.31,-132.86,29.9693,12.75,
1473,台南,33.35%,1.2,05/04,0,,34.7,3.46%,3.46%,4.15%,05/25,184.62%,13.96%,1.77,1.84,2.03,10,1.22,0,0,1.22,0.65,24.61,1.27,37.49,130.1,9.25,32.09,-23.03,-79.92,-63.38,-219.93,14.2847,26.74,
1474,弘裕,31.37%,0.5,07/07,0,,10.25,4.88%,4.88%,5.79%,07/29,71.43%,13.77%,0.37,0.34,0.32,9,0.25,0,0,0.25,0.7,12.81,0.72,48.3,49.5,8.79,9.01,-36.35,-37.26,-92.78,-95.1,34.5767,11.05,
1476,儒鴻,22.67%,10.5,07/12,0,,357.5,2.94%,2.94%,3.31%,08/09,65.67%,23.99%,8.63,6.24,4.25,10,2.47,0,0,2.47,15.99,23.29,6.44,16.94,605.67,-5.95,-212.65,-32.11,-1147.86,-64.81,-2316.88,1.7108,223.28,
1477,聚陽,20.79%,9.51165509,08/02,0.34969316,08/02,165,5.76%,5.98%,6.67%,08/24,90.47%,11.22%,8.53,7.06,6.06,10,3.22,0,0,3.22,10.9,15.21,3.42,29.14,480.77,-17.05,-281.29,-69.83,-1152.2,-135.81,-2240.84,1.8371,207.93,
1503,士電,15.6%,1.5,08/01,0,,40.15,3.74%,3.74%,4.05%,08/30,62.76%,29.25%,1.47,1.3,1.2,10,0.72,0,0,0.72,2.39,16.8,0.97,9,36.15,-19.19,-77.04,-51.41,-206.4,-91.68,-368.1,12.3686,30.88,
1504,東元,10.06%,0.8,07/05,0,,28.25,2.83%,2.83%,2.98%,07/29,50%,8.38%,1,0.95,0.84,10,0.34,0,0,0.34,1.6,17.88,1.13,-0.63,-1.77,-21.45,-60.59,-45.24,-127.81,-74.98,-211.83,23.8027,16.05,
1507,永大,14.9%,2.7,07/06,0,,44.65,6.05%,6.05%,6.53%,07/28,59.6%,13.51%,2.73,2.45,1.9,10,1.17,0,0,1.17,4.53,9.94,1.47,12.56,56.09,-32.92,-146.99,-84.9,-379.08,-149.88,-669.2,6.8938,55.41,
1513,中興電,25.58%,1,,0,,18.45,5.42%,5.42%,6.21%,,74.63%,9.54%,1,1,1.07,10,0.36,0,0,0.36,1.34,13.09,1.01,38.76,71.51,-4.04,-7.45,-52.94,-97.68,-114.08,-210.47,17.7321,21.54,
1514,亞力,13.16%,0.48,08/03,0,,10.65,4.51%,4.51%,4.82%,09/05,81.36%,16.07%,0.41,0.4,0.31,9,0.41,0,0,0.41,0.59,11.97,0.77,5.64,6,-27.99,-29.81,-66.42,-70.73,-114.45,-121.89,39.0943,9.77,
1515,力山,23.83%,0.5,08/18,0,,15.2,3.29%,3.29%,3.73%,09/14,71.43%,19.82%,0.33,0.17,0.1,2,0.01,0,0,0.01,0.7,24.52,1.15,20.79,31.6,-4.98,-7.57,-34.43,-52.34,-71.25,-108.3,35.7414,10.69,
1516,川飛,6.19%,0,,2.5689247,,24.85,0%,10.34%,10.67%,,88.28%,32.55%,0.86,0.43,0.26,1,0.71,0,0,0.71,2.91,497,1.71,-21.29,-52.91,-95.9,-238.3,-181.16,-450.18,-287.74,-715.02,7.5516,50.59,
1517,利奇,21.9%,0.5,,0,,10.85,4.61%,4.61%,5.17%,,81.97%,7.59%,0.5,0.6,0.61,10,0.03,0,0,0.03,0.61,17.5,0.7,24.9,27.01,-10.89,-11.82,-51.8,-56.2,-102.93,-111.68,36.0523,10.6,
1519,華城,18.44%,0.6,07/13,0,,15.4,3.9%,3.9%,4.29%,08/10,69.77%,13.16%,0.51,0.55,1.13,10,-0.13,0,0,-0.13,0.86,20.81,1.28,14.65,22.55,-15.14,-23.32,-49.18,-75.74,-91.74,-141.28,30.5194,12.52,
1521,大億,20.48%,5,07/04,0,,78.4,6.38%,6.38%,7.11%,07/29,84.75%,35.22%,4.33,4.08,3.13,10,2.05,0,0,2.05,5.9,13.73,3.08,30.15,236.4,-19.06,-149.44,-75.31,-590.4,-145.61,-1141.6,3.6284,105.28,
1522,堤維西,20.59%,1.5,,0,,30.1,4.98%,4.98%,5.56%,,61.73%,8.35%,0.83,0.5,0.63,8,0.74,0,0,0.74,2.43,10.95,1.53,23.82,71.7,-14.65,-44.11,-58.62,-176.46,-113.59,-341.9,12.0888,31.6,
1525,江申,0%,1.4,07/26,0.6,,125,1.12%,1.6%,1.6%,08/19,31.7%,77.83%,1.67,1.71,1.47,10,1.9,0,0,1.9,6.31,18.12,2.47,-8,-100,-19.2,-240,-32,-400,-48,-600,10,38.2,
1526,日馳,6.41%,0.4,07/20,0,,12.9,3.1%,3.1%,3.2%,08/17,27.59%,36.34%,0.13,0.07,0.04,1,0.22,0,0,0.22,1.45,8.11,1.05,-6.06,-7.82,-28.46,-36.72,-54.07,-69.74,-86.07,-111.03,48.4473,7.88,
1527,鑽全,25.83%,3.3,,0,,99.7,3.31%,3.31%,3.8%,,48.89%,21.95%,3.6,2.19,2.1,9,1.24,0,0,1.24,6.75,12.31,3.82,24.06,239.89,-2.1,-20.95,-32,-319.04,-69.37,-691.66,5.3674,71.17,
1528,恩德,33.87%,0.1,06/27,0,,10.65,0.94%,0.94%,1.13%,07/21,-41.67%,13.06%,0.27,0.56,0.74,10,0.15,0,0,0.15,-0.24,-106.5,0.82,10.41,11.09,2.73,2.9,-6.06,-6.45,-17.04,-18.15,171.0352,2.23,
1530,亞崴,20.16%,0.5,08/24,0.5,08/24,27.8,1.8%,3.6%,4%,09/27,33.56%,56.36%,1.8,1.65,2.04,10,0.25,0,0,0.25,2.98,11.08,0.97,16.46,45.76,-11.26,-31.3,-42.94,-119.36,-82.53,-229.44,18.1686,21.03,
1531,高林股,16.72%,0.6,,0,,16.9,3.55%,3.55%,3.87%,,75.95%,14.18%,0.8,1.23,1.2,10,0.04,0,0,0.04,0.79,23.47,0.77,10.44,17.65,-16.48,-27.86,-47.26,-79.87,-85.73,-144.89,30.7617,12.42,
1532,勤美,9.93%,2.1,07/13,0,,32.85,6.39%,6.39%,6.73%,08/01,75%,15.89%,2.27,1.8,1.96,10,0.48,0,0,0.48,2.8,12.08,1.02,-1.81,-5.95,-48.78,-160.25,-102.46,-336.59,-169.56,-557.01,9.0733,42.1,
1533,車王電,27.49%,0.1,,0.4,,43.85,0.23%,1.14%,1.32%,,29.07%,33.07%,0.83,0.54,0.59,8,0.29,0,0,0.29,1.72,24.5,1.85,9.19,40.29,0.11,0.48,-10.27,-45.02,-23.24,-101.89,35.1664,10.86,
1535,中宇,21.34%,3,07/14,0,,48.35,6.2%,6.2%,6.95%,08/15,72.99%,68.66%,3.67,3.6,2.97,10,0.58,0,0,0.58,4.11,13.39,1.69,31.87,154.1,-16.2,-78.31,-71.13,-343.92,-139.8,-675.93,6.0239,63.41,
1536,和大,23.34%,3.2,07/12,0,,145,2.21%,2.21%,2.5%,08/03,69.26%,14.07%,2.3,1.28,1.24,6,1.1,0,0,1.1,4.62,29.84,8.3,13.43,194.77,-3.82,-55.37,-23.53,-341.25,-48.18,-698.59,5.5968,68.25,
1537,廣隆,18.65%,7.5,,0,,154.5,4.85%,4.85%,5.35%,,79.62%,18.6%,6.5,5.11,3.77,10,2.29,0,0,2.29,9.42,15.78,3.62,18.73,289.41,-18.42,-284.55,-60.87,-940.5,-113.94,-1760.44,2.4392,156.61,
1539,巨庭,24.55%,1.2,,0,,32.7,3.67%,3.67%,4.18%,,35.09%,16.54%,0.7,0.35,0.24,3,0.89,0,0,0.89,3.42,9.13,2.04,24.44,79.94,-4.4,-14.38,-37.36,-122.16,-78.56,-256.89,14.8445,25.73,
1540,喬福,24.29%,1,07/20,0,,14.55,6.87%,6.87%,7.82%,08/19,136.99%,24.31%,1.27,1.27,1.91,10,0.16,0,0,0.16,0.73,41.57,0.84,44.93,65.38,-9.02,-13.12,-70.68,-102.84,-147.76,-214.99,17.8341,21.42,
1541,錩泰,20.48%,3.21185231,,0,,60.3,5.33%,5.33%,5.93%,,89.47%,38.64%,1.64,0.82,0.75,4,1.13,0,0,1.13,3.59,14.02,3.72,25.18,151.86,-15.92,-96,-62.89,-379.26,-121.61,-733.33,5.6485,67.63,
1558,伸興,20.31%,9.5,07/01,0,,146.5,6.48%,6.48%,7.22%,08/09,66.95%,11.3%,9.17,8.58,6.77,10,1.46,0,0,1.46,14.19,10.66,2.01,30.14,441.49,-19.87,-291.04,-77.01,-1128.22,-148.44,-2174.69,1.9112,199.88,
1560,中砂,19.79%,3.7,07/01,0,,54.8,6.75%,6.75%,7.49%,07/22,89.37%,14.96%,3.97,3.13,2.71,10,0.69,0,0,0.69,4.14,15.52,2.21,29.71,162.81,-22.23,-121.82,-81.59,-447.11,-155.79,-853.72,4.9187,77.66,
1565,精華,17.68%,23.5,07/18,0,,771,3.05%,3.05%,3.34%,08/19,81.37%,9.53%,23.28,19.56,14.87,10,8.11,0,0,8.11,28.88,24.64,7.77,10.36,798.53,-12.86,-991.89,-39.4,-3038.08,-72.58,-5595.82,0.7819,488.53,
1566,捷邦,20.48%,1.5,07/21,0,,20.2,7.43%,7.43%,8.27%,08/19,67.87%,23.08%,0.67,0.61,0.58,8,-0.04,0,0,-0.04,2.21,9.95,1.05,35.11,70.92,-22.19,-44.83,-87.68,-177.12,-169.54,-342.48,12.0948,31.58,
1568,倉佑,12.97%,1,06/27,0,,25.1,3.98%,3.98%,4.26%,07/15,74.63%,16.77%,0.67,0.42,0.37,5,0.39,0,0,0.39,1.34,15.59,1.68,4.62,11.61,-25.07,-62.93,-59.01,-148.12,-101.44,-254.61,18.782,20.34,
1570,力肯,20.48%,0.5,,0,,15.4,3.25%,3.25%,3.62%,,29.76%,15.16%,0.17,0.08,0.3,3,0.28,0,0,0.28,1.68,9.75,1.27,15.35,23.64,-9.7,-14.94,-38.34,-59.04,-74.13,-114.16,36.2845,10.53,
